name,number_of_reviews,review_scores_value,cancellation_policy,host_id,host_name,host_for_x_days,host_response_time,host_response_rate,host_is_superhost,property_type,room_type,price,security_deposit,cleaning_fee,minimum_nights,maximum_nights
Brand NEW South Boston 1 bedroom,6,10,3,1444340,Will,3582,within a day,98,0,Apartment,Entire home/apt,189,500,100,2,1125
Spacious Updated Boston Room/Condo,4,9,2,10197317,Shannon,2855,within an hour,100,0,Condominium,Private room,200,200,50,1,1125
Spacious Updated 2 Bed Boston Condo,1,8,3,10197317,Shannon,2855,within an hour,100,0,Condominium,Entire home/apt,500,500,100,1,1125
Beautifully renovated one bedroom,1,10,1,9974234,Richard,2865,within an hour,100,0,Apartment,Entire home/apt,140,200,65,1,1125
BOSTON LUXURY FOR LESS!!! NEAR BCEC,132,9,3,1355344,Meri,3608,within an hour,100,0,Apartment,Entire home/apt,200,500,100,1,365
Stylish Boston home,5,10,3,60375320,David,2030,within an hour,100,0,Apartment,Entire home/apt,175,250,85,1,1125
Sunny Duplex Condo + Parking,38,9,2,15862012,Vicki,2674,within an hour,100,0,House,Entire home/apt,300,500,100,2,1125
LOCATION! Modern Boston Home,28,10,3,62572217,Julie,2015,within an hour,100,0,House,Entire home/apt,199,250,100,1,1125
"3 bed, 2 bath, by Downtown/Ocean/Telegraph Hill",17,10,3,26704689,Mac,2426,within an hour,100,0,Apartment,Entire home/apt,325,500,200,1,1125
Tourist Best Choice Penhouse Subway/Downtown,9,9,3,6950436,Jonathan,3014,within an hour,100,0,Condominium,Entire home/apt,330,250,70,1,25
"2bdrm, Walk to Downtown, Waterfront",64,8,3,970787,Poli,3686,within a few hours,100,0,Apartment,Entire home/apt,250,300,100,2,1125
Tourist Best Choice Private Room Subway/Downtown,16,10,3,6950436,Jonathan,3014,within an hour,100,0,Condominium,Private room,118,150,30,1,25
"Comfy room (C) near T, convention center, downtown",3,9,3,19008767,Ellen,2608,within an hour,100,0,Townhouse,Private room,99,100,25,1,1125
Modern Duplex 5 min to ConventionCt,94,9,2,1417977,Evy,3591,within an hour,100,0,Condominium,Private room,175,100,25,1,1125
Charming Victorian Home,39,10,3,32783797,James,2325,within an hour,100,0,House,Entire home/apt,350,200,125,2,30
Location!! Downtown Near Waterfront,42,9,3,970787,Poli,3686,within a few hours,100,0,Apartment,Private room,100,100,15,2,1125
"Pleasant room(B)Near T,downtown, convention center",7,9,3,19008767,Ellen,2608,within an hour,100,0,Townhouse,Private room,125,100,25,1,1125
Cozy room(A) near T and downtown Boston,7,9,3,19008767,Ellen,2608,within an hour,100,0,Townhouse,Private room,119,100,30,1,1125
2 bed 1 bath near Downtown & Ocean,68,9,3,26704689,Mac,2426,within an hour,100,0,Apartment,Entire home/apt,200,500,100,1,1125
3 bed 1 bath near Downtown & Ocean #3,16,10,3,26704689,Mac,2426,within an hour,100,0,Apartment,Entire home/apt,250,500,150,1,1125
1 bed in gorgeous S. Boston Condo,3,10,1,616024,Stephanie,3769,within a few hours,80,0,Apartment,Private room,169,500,50,1,1125
3 bed 1 bath near Downtown/Ocean #2,11,10,3,26704689,Mac,2426,within an hour,100,0,Apartment,Entire home/apt,330,500,150,1,1125
Luxury 3 BD Private Home in Boston,70,9,3,4776690,Dan,3161,within an hour,100,0,House,Entire home/apt,99,300,100,1,1125
Big room steps to BCEC conv center!,3,9,3,17814164,Jennifer,2627,within a few hours,80,0,Apartment,Private room,80,500,100,1,1125
20% off! Steps to BCEC conv center,10,9,3,17814164,Jennifer,2627,within a few hours,80,0,Apartment,Entire home/apt,250,450,135,1,1125
"1 Queen/2 Twin, near Downtown/Ocean",21,10,3,26704689,Mac,2426,within an hour,100,0,Condominium,Entire home/apt,225,500,100,1,1125
"Southie Gem, Sleeps 7, Room to Spread Out",1,10,3,91096414,Lauren,1852,within an hour,100,0,Apartment,Entire home/apt,225,500,75,2,1125
Adorable single family home,2,10,1,67907171,Jennifer,1976,within a day,69,0,House,Entire home/apt,156,100,80,2,1125
Historic Charm with Modern Details,23,9,3,27840245,Jinny,2404,within a few hours,100,0,House,Entire home/apt,175,500,100,5,1125
"West Boston BU, 2 BR 3 Bed Apt.",49,9,3,757253,Nathaniel,3732,within a few hours,100,0,Apartment,Entire home/apt,260,300,50,2,1125
Private & Small for Solo Travelers,34,9,3,4240,Giuseppe,4692,within a few hours,90,0,Apartment,Private room,40,100,50,7,365
Room in stylish 2-bedroom flat.,38,10,2,660123,Steffen,3758,within a few hours,100,0,Apartment,Private room,85,95,20,6,70
"Private room, steps to green line",5,10,1,8503981,Elham,2940,within an hour,100,0,Apartment,Private room,50,300,20,3,1125
Safe Quiet Neighborhood by Harvard,2,6,3,32304279,Charles And Grace,2331,within an hour,100,0,Apartment,Private room,108,500,80,2,28
Modern luxury Master bedroom,2,10,2,31979584,Regina,2335,within a few hours,100,0,Apartment,Private room,88,128,52,1,40
Smart Studio w/Morphing Bed,2,8,2,12243051,Flatbook,2771,within a few hours,71,0,Condominium,Entire home/apt,168,400,95,3,1125
Fourth Floor 1BR Near Harvard,1,10,3,12243051,Flatbook,2771,within a few hours,71,0,Condominium,Entire home/apt,179,400,95,3,1125
**New** Boston Victorian 3BR Condo,19,10,3,47477850,Tony,2152,within an hour,100,0,Condominium,Entire home/apt,350,200,130,2,1125
Cozy Apartment in a Great Location,20,10,3,45004988,Cristina,2184,within a few hours,100,0,Apartment,Entire home/apt,210,1000,80,2,1125
"Allston, Close to Harvard Business School + BU I",19,9,1,19548932,Joe,2598,within an hour,100,0,Apartment,Private room,80,100,35,1,1125
Cozy room close to BU/Harvard,6,9,3,30489899,Helena,2359,within an hour,100,0,House,Private room,39,700,50,2,360
"Perfectly Located 2BR apt, 1 private room",2,10,1,52364711,Niki,2091,within a few hours,100,0,Apartment,Private room,60,100,25,2,20
"Allston, Close to Harvard Business School + BU F",21,9,1,19548932,Joe,2598,within an hour,100,0,House,Private room,75,100,35,1,1125
Big and clean in Amazing location!!,5,10,3,6868321,Gogo,3018,within a few hours,92,0,Apartment,Entire home/apt,110,100,30,1,1125
Beautiful 1 Room Apt at Allston,1,10,2,44920221,Michel,2185,within an hour,100,0,Condominium,Entire home/apt,180,1000,50,3,1125
Allston Close to Harvard Business School + BU C,38,9,1,19548932,Joe,2598,within an hour,100,0,House,Private room,70,100,35,1,1125
Artful + central Allston apartment,31,9,2,1944123,Marketa,3470,within an hour,100,0,Apartment,Entire home/apt,295,250,25,1,365
Packards Corner Studio,7,8,3,5984885,Nick,3073,within a few hours,100,0,Apartment,Entire home/apt,150,350,75,5,30
Beautiful Apt in a Great Location!,8,10,3,5992030,Asasia,3073,within a day,100,0,Apartment,Entire home/apt,175,100,50,2,1125
"NEW: Allston 2BR, Clean and Cozy",21,9,3,25363817,Carl,2453,within an hour,92,0,Apartment,Entire home/apt,187,100,40,1,10
Boston Huge 2BR Packards Corner St.,35,9,3,799496,Jin,3721,within a few hours,100,0,House,Entire home/apt,260,300,50,2,1125
Modern Boston 2+ Bdrm Harvard/BU,30,10,2,6933825,Estee,3014,within an hour,100,0,Apartment,Entire home/apt,140,200,70,2,29
Sleek 2BR Next to Harvard,3,10,3,12243051,Flatbook,2771,within a few hours,71,0,Condominium,Entire home/apt,259,300,95,3,1125
Allston Close to Harvard Business E,10,10,1,19548932,Joe,2598,within an hour,100,0,House,Private room,45,100,25,1,1125
Spacious and Sunny Boston Bedroom,10,10,3,12711168,Alfredo,2755,within a few hours,100,0,House,Private room,70,500,15,4,1125
Allston: The Blue Room,4,10,3,25363817,Carl,2453,within an hour,92,0,Apartment,Private room,59,200,30,1,7
Stylish 3BR in Trendy Allston,3,10,3,12243051,Flatbook,2771,within a few hours,71,0,Apartment,Entire home/apt,169,400,95,3,1125
Private Studio Apartment in a Central Location,36,9,2,12211716,Mark,2772,within an hour,100,0,House,Entire home/apt,120,400,25,1,1125
Studio Allston,9,9,3,13263766,Olechka,2739,within an hour,100,0,Apartment,Entire home/apt,105,100,50,1,1125
Private & Sunny Bedroom - 2 min. from T station,13,9,1,67536196,Maani,1978,within a day,70,0,Apartment,Private room,72,100,30,1,14
Modern 2BR Next to Harvard,1,8,3,12243051,Flatbook,2771,within a few hours,71,0,Condominium,Entire home/apt,179,400,95,3,1125
"Allston, Close to Harvard Business School + BU H",17,9,1,19548932,Joe,2598,within an hour,100,0,Apartment,Private room,80,100,35,1,1125
Charming 1BD near BU in front of T.,2,9,2,45928495,Carla,2172,within an hour,100,0,Apartment,Private room,85,100,25,1,42
"Allston, Close to Harvard Business School + BU G",13,9,1,19548932,Joe,2598,within an hour,100,0,House,Private room,80,100,35,1,1125
"Sunny, Safe, Spacious Room Near T!",80,10,2,4144048,Roger And Sophie,3229,within an hour,100,0,Apartment,Private room,95,100,15,1,1125
"Allston, Close to Harvard Business School + BU A",35,9,1,19548932,Joe,2598,within an hour,100,0,House,Private room,70,100,35,1,1125
Cozy Private AC Bedroom in Boston,121,9,3,5235073,Yu-Chen,3124,within an hour,100,0,Apartment,Private room,70,100,20,1,10
Charming 3BR in Allston,4,10,3,12243051,Flatbook,2771,within a few hours,71,0,Apartment,Entire home/apt,239,400,95,3,1125
Spacious 1 bed apt in Boston. Mins frm Harvard/BU,5,9,3,2205295,Khurram,2102,within an hour,100,0,Apartment,Entire home/apt,100,150,75,2,45
Large one bedroom apartment in great location!,11,9,3,41921566,Melba,2220,within an hour,100,0,Apartment,Entire home/apt,80,250,120,3,1125
Chic 3BR in Trendy Allston,3,9,3,12243051,Flatbook,2771,within a few hours,71,0,Apartment,Entire home/apt,209,400,95,3,1125
"Comfy, spacious Boston home 3BR/2BA",11,10,2,80361500,Danny,1907,within an hour,100,0,House,Entire home/apt,279,300,75,2,60
Private Sunny Studio Apartment on Commonwealth ave,2,8,2,77341393,Afsoon,1922,within a few hours,100,0,Apartment,Entire home/apt,66,200,30,2,25
"Packards Corner, private 1BR ,Amazing location",3,9,2,41259192,Akshay,2227,within an hour,100,0,Apartment,Private room,52,100,10,1,1125
Comfortable Queen Size Bed Room,64,9,3,5235073,Yu-Chen,3124,within an hour,100,0,Apartment,Private room,59,100,20,1,1125
Spacious Studio w/ Gym in Brighton,10,9,3,12243051,Flatbook,2771,within a few hours,71,0,Apartment,Entire home/apt,139,400,80,3,1125
Private Room Queen Anne Victorian,1,10,3,32304279,Charles And Grace,2331,within an hour,100,0,House,Private room,128,500,80,7,28
Pristine Modern 2BR next to Harvard,21,9,3,12243051,Flatbook,2771,within a few hours,71,0,Apartment,Entire home/apt,269,300,80,3,1125
Spacious and Quiet Room,9,9,2,4240,Giuseppe,4692,within a few hours,90,0,Apartment,Private room,40,100,50,7,1125
Cozy Room in Basement Near Subway,34,9,3,5235073,Yu-Chen,3124,within an hour,100,0,Apartment,Private room,69,100,20,1,1125
near Harvard business School,2,10,1,52133887,Hongjin,2094,within an hour,100,0,Apartment,Private room,50,100,6,2,6
"Allston, close to Harvard Business School + BU D",32,10,1,19548932,Joe,2598,within an hour,100,0,House,Private room,75,100,35,1,1125
"3B2B parking,MIT/Havard,BU,Fenway, near 2T station",38,9,3,19008767,Ellen,2608,within an hour,100,0,Apartment,Entire home/apt,329,100,90,1,1125
Big Room at Brookline Hill in Boston,4,9,2,45902201,Wencai,2172,within a few hours,100,0,Apartment,Private room,39,100,20,1,1125
It's always more fun on the water,4,10,2,28364516,Ryan,2395,within a few hours,100,0,Boat,Private room,229,500,100,2,1125
6# Minutes to Boston-Basic Bedroom,8,9,3,6331373,Quinn-May,3050,within an hour,100,0,House,Private room,72,100,20,1,180
